Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,CALPADS Fall 1 Certification Status (Y/N),,
2018-2019,1,61192,135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,979","1,276",10,63,13,618,"1,294",140,"1,322",Y,
2018-2019,1,61192,137646,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,836,Directly funded,Y,6,12,842,487,1,0,0,241,541,97,567,Y,
2018-2019,1,61192,138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,423","1,074",4,84,46,525,"1,086",477,"1,163",Y,
2018-2019,1,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,301,227,1,6,1,126,229,133,253,Y,
2018-2019,1,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,867,626,1,19,25,294,630,329,686,Y,
2018-2019,1,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,746,547,3,21,21,318,567,386,662,Y,
2018-2019,1,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,568,387,0,21,0,206,388,133,412,Y,
2018-2019,1,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,378,291,0,17,9,156,296,118,312,Y,
2018-2019,1,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,549,403,5,11,0,224,406,131,430,Y,
2018-2019,1,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,515,397,2,14,34,231,414,308,479,Y,
2018-2019,1,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,569,445,0,33,8,251,453,298,509,Y,
2018-2019,1,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,651,501,1,19,11,307,516,335,591,Y,
2018-2019,1,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,389,240,1,15,1,141,243,112,279,Y,
2018-2019,1,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,551,412,2,24,13,195,417,212,469,Y,
2018-2019,1,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,532,444,1,26,0,241,447,268,482,Y,
2018-2019,1,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,486,343,0,10,16,193,352,193,392,Y,
2018-2019,1,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,778,539,1,31,33,294,563,293,633,Y,
2018-2019,1,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,677,428,1,14,0,191,437,158,488,Y,
2018-2019,1,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,461,341,4,26,0,187,347,157,370,Y,
2018-2019,1,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,605,405,1,24,4,201,411,81,421,Y,
2018-2019,1,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,554,341,2,45,16,212,389,205,460,Y,
2018-2019,1,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,588,384,1,23,1,172,392,102,417,Y,
2018-2019,1,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,505,342,2,23,10,207,374,106,401,Y,
2018-2019,1,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,492,338,0,21,0,198,351,174,404,Y,
2018-2019,1,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,757,462,1,21,20,270,500,119,540,Y,
2018-2019,1,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,552,346,4,16,0,182,351,145,400,Y,
2018-2019,1,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,675,557,0,22,81,328,571,386,628,Y,
2018-2019,1,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,132,101,0,3,2,49,101,40,107,Y,
2018-2019,1,61200,1,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,2,0,0,0,2,3,3,6,Y,
2018-2019,1,61200,130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,1,12,136,41,0,0,0,35,41,2,41,Y,
2018-2019,1,61200,132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,7,12,111,74,1,5,1,42,75,25,80,Y,
2018-2019,1,61200,133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,282",452,1,6,41,253,463,118,488,Y,
2018-2019,1,61200,134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,878",453,1,0,14,268,458,118,493,Y,
2018-2019,1,61200,135376,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,354,47,0,5,1,32,47,20,59,Y,
2018-2019,1,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,931,576,0,20,62,331,578,304,609,Y,
2018-2019,1,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,649,195,0,3,5,124,196,61,210,Y,
2018-2019,1,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,716,48,1,2,4,44,54,36,78,Y,
2018-2019,1,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,525,205,0,1,4,143,206,99,222,Y,
2018-2019,1,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,819,164,0,2,10,98,164,69,190,Y,
2018-2019,1,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,389,301,0,7,35,170,303,196,320,Y,
2018-2019,1,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,965,81,0,0,3,57,82,28,93,Y,
2018-2019,1,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,678,158,2,3,9,96,158,79,177,Y,
2018-2019,1,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,715,138,1,5,2,81,139,49,158,Y,
2018-2019,1,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,597,141,1,1,0,90,143,68,169,Y,
2018-2019,1,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,770,51,1,0,0,35,51,35,75,Y,
2018-2019,1,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,5,601,148,3,4,1,101,151,66,178,Y,
2018-2019,1,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,585,100,0,3,0,73,100,78,148,Y,
2018-2019,1,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,17,11,0,0,0,3,11,6,11,Y,
2018-2019,1,61234,1,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,0,0,0,2,2,4,5,Y,
2018-2019,1,61234,130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,711",752,1,26,29,353,778,154,831,Y,
2018-2019,1,61234,130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,43,23,1,2,0,21,26,9,30,Y,
2018-2019,1,61234,135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,66,49,0,2,0,29,49,17,53,Y,
2018-2019,1,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,373,263,1,16,15,148,279,167,300,Y,
2018-2019,1,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,277,165,0,7,16,93,176,114,196,Y,
2018-2019,1,61234,6001473,Alameda,Newark Unified,H. A. Snow Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,343,174,0,13,0,77,176,80,201,Y,
2018-2019,1,61234,6001481,Alameda,Newark Unified,James A. Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,375,236,0,20,3,119,240,142,265,Y,
2018-2019,1,61234,6001499,Alameda,Newark Unified,Birch Grove Primary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,405,112,1,7,1,65,114,106,170,Y,
2018-2019,1,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,394,106,3,11,3,66,112,93,173,Y,
2018-2019,1,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,395,183,0,7,0,90,188,95,219,Y,
2018-2019,1,61234,6001531,Alameda,Newark Unified,Birch Grove Intermediate,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,3,6,438,175,0,19,4,85,181,107,222,Y,
2018-2019,1,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,889,456,0,21,22,210,470,199,525,Y,
2018-2019,1,61242,1,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,2,0,0,0,2,2,8,10,Y,
2018-2019,1,61242,110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,127,53,0,4,1,47,53,28,66,Y,
2018-2019,1,61242,110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,10,8,0,1,0,5,8,1,8,Y,
2018-2019,1,61242,126763,Alameda,New Haven Unified,Decoto School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,121,57,0,1,1,44,57,11,61,Y,
2018-2019,1,61242,134668,Alameda,New Haven Unified,James Logan High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,635","1,593",8,50,46,706,"1,593",480,"1,770",Y,
2018-2019,1,61242,6001572,Alameda,New Haven Unified,Alvarado Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,724,353,0,10,1,155,353,177,413,Y,
2018-2019,1,61242,6001606,Alameda,New Haven Unified,Hillview Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,511,354,1,9,22,146,354,210,400,Y,
2018-2019,1,61242,6001622,Alameda,New Haven Unified,Searles Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,659,334,1,23,29,205,334,258,440,Y,
2018-2019,1,61242,6068266,Alameda,New Haven Unified,Itliong-Vera Cruz,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,396",545,0,7,6,264,545,188,610,Y,
2018-2019,1,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,210",713,2,24,27,340,713,306,779,Y,
2018-2019,1,61242,6101604,Alameda,New Haven Unified,Pioneer Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,745,259,1,0,1,143,259,155,341,Y,
2018-2019,1,61242,6115505,Alameda,New Haven Unified,Tom Kitayama Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,773,333,0,7,0,169,333,192,405,Y,
2018-2019,1,61242,6115554,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,568,333,2,12,8,162,333,216,392,Y,
2018-2019,1,61242,6118525,Alameda,New Haven Unified,Delaine Eastin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,762,159,0,0,0,85,159,124,239,Y,
2018-2019,1,61259,1,Alameda,Oakland Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,38,10,0,0,18,45,18,58,Y,
2018-2019,1,61259,100065,Alameda,Oakland Unified,Oakland Unity High,Unified School District,High Schools (Public),Traditional,N/A,Yes,510,Directly funded,Y,9,12,359,293,0,0,0,137,306,55,314,Y,
2018-2019,1,61259,100701,Alameda,Oakland Unified,MetWest High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,160,126,0,0,2,63,128,33,131,Y,
2018-2019,1,61259,100792,Alameda,Oakland Unified,Think College Now,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,305,277,0,3,0,139,279,185,292,Y,
2018-2019,1,61259,102988,Alameda,Oakland Unified,EnCompass Academy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,327,291,0,6,1,178,296,197,317,Y,
2018-2019,1,61259,106542,Alameda,Oakland Unified,Community Day High,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,9,12,25,17,0,0,0,16,18,4,20,Y,
2018-2019,1,61259,106559,Alameda,Oakland Unified,Community Day Middle,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,6,8,9,8,0,0,0,5,8,3,9,Y,
2018-2019,1,61259,106906,Alameda,Oakland Unified,Bay Area Technology,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,661,Directly funded,Y,6,12,299,65,1,7,0,122,160,46,184,Y,
2018-2019,1,61259,108944,Alameda,Oakland Unified,Lighthouse Community Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,700,Directly funded,Y,9,12,280,214,0,0,0,89,221,55,227,Y,
2018-2019,1,61259,109819,Alameda,Oakland Unified,Aspire Berkley Maynard Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,726,Directly funded,Y,K,8,582,386,5,0,0,249,404,81,424,Y,
2018-2019,1,61259,110189,Alameda,Oakland Unified,McClymonds High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,383,326,3,3,0,209,328,24,330,Y,
2018-2019,1,61259,110239,Alameda,Oakland Unified,Reach Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,378,338,4,4,0,212,342,166,357,Y,
2018-2019,1,61259,110247,Alameda,Oakland Unified,Manzanita SEED Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,391,251,2,3,0,146,255,188,284,Y,
2018-2019,1,61259,110254,Alameda,Oakland Unified,Sankofa Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,189,153,4,3,0,106,155,15,158,Y,
2018-2019,1,61259,110262,Alameda,Oakland Unified,Rise Community,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,233,227,1,0,0,141,227,123,230,Y,
2018-2019,1,61259,111476,Alameda,Oakland Unified,Achieve Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,780,Directly funded,Y,K,5,634,542,1,15,0,285,569,447,610,Y,
2018-2019,1,61259,111856,Alameda,Oakland Unified,American Indian Public High,Unified School District,High Schools (Public),Traditional,N/A,Yes,765,Directly funded,Y,9,12,411,275,0,0,0,187,290,56,299,Y,
2018-2019,1,61259,112763,Alameda,Oakland Unified,United for Success Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,370,344,0,6,2,217,345,144,351,Y,
2018-2019,1,61259,112771,Alameda,Oakland Unified,Alliance Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,287,272,0,5,0,139,273,150,279,Y,
2018-2019,1,61259,112789,Alameda,Oakland Unified,Elmhurst Community Prep,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,372,351,4,3,0,184,351,121,355,Y,
2018-2019,1,61259,112797,Alameda,Oakland Unified,Coliseum College Prep Academy,Unified School District,K-12 Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,12,486,456,2,1,2,179,457,154,466,Y,
2018-2019,1,61259,112805,Alameda,Oakland Unified,ROOTS International Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,273,261,1,4,0,162,261,105,263,Y,
2018-2019,1,61259,112813,Alameda,Oakland Unified,Fred T. Korematsu Discovery Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,295,278,1,0,0,168,284,168,293,Y,
