Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,"NSLP Provision Status","Charter School",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,"CALPADS Unduplicated Pupil Count (UPC)","CALPADS Fall 1 Certification Status (Y/N)",
2017-2018,43,69484,6111785,Santa Clara,Gilroy Unified,Brownell Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,810,402,6,4,4,201,407,107,421,Y,
2017-2018,43,69518,0000001,Santa Clara,Los Altos Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,3,0,0,0,0,0,0,0,0,Y,
2017-2018,43,69518,6047427,Santa Clara,Los Altos Elementary,Gardner Bullis Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,309,0,0,0,0,5,5,33,38,Y,
2017-2018,43,69591,6047955,Santa Clara,Mountain View Whisman ,Benjamin Bubb Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,571,106,0,2,0,65,106,118,168,Y,
2017-2018,43,69633,6048185,Santa Clara,Orchard Elementary,Orchard Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,874,330,3,3,0,249,441,419,610,Y,
2017-2018,43,69641,6060065,Santa Clara,Palo Alto Unified,David Starr Jordan Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,"1,119",118,0,1,0,74,127,44,151,Y,
2017-2018,43,69666,6048516,Santa Clara,San Jose Unified,Empire Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,309,259,0,6,0,114,261,168,275,Y,
2017-2018,43,69666,6048680,Santa Clara,San Jose Unified,Schallenberger Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,544,136,2,0,0,75,142,56,161,Y,
2017-2018,43,69666,6093074,Santa Clara,San Jose Unified,Los Alamitos Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,737,69,4,1,0,43,75,95,149,Y,
2017-2018,43,69666,6093082,Santa Clara,San Jose Unified,Graystone Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,582,50,1,1,0,32,53,59,98,Y,
2017-2018,43,69674,6048920,Santa Clara,Santa Clara Unified,Millikin Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,532,16,0,0,1,9,16,82,93,Y,
2017-2018,43,69690,6049217,Santa Clara,Sunnyvale,Fairwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,435,103,1,0,0,73,112,113,185,Y,
2017-2018,43,10439,0128090,Santa Clara,Santa Clara County Office of Education,Summit Public School: Denali,County Office of Education (COE),K-12 Schools (Public),Traditional,,Yes,1516,Directly funded,Y,6,12,482,127,0,0,0,53,127,46,136,Y,
2017-2018,43,10439,0129213,Santa Clara,Santa Clara County Office of Education,Alpha: Jose Hernandez,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,,Yes,1618,Directly funded,Y,5,8,346,310,0,2,0,162,313,214,326,Y,
2017-2018,43,10439,0135087,Santa Clara,Santa Clara County Office of Education,Opportunity Youth Academy,County Office of Education (COE),High Schools (Public),Traditional,,Yes,1840,Locally funded,N,9,12,222,154,17,9,0,100,175,63,194,Y,
2017-2018,43,69369,0129924,Santa Clara,Alum Rock Union Elementary,Kipp Prize Preparatory Academy,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,Yes,1609,Directly funded,Y,5,8,409,343,0,10,0,145,350,118,356,Y,
2017-2018,43,69377,6095335,Santa Clara,Berryessa Union Elementary,Brooktree Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,446,132,0,1,0,87,132,221,293,Y,
2017-2018,43,69401,4336137,Santa Clara,Campbell Union High,Prospect High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,469",383,1,1,0,280,425,151,501,Y,
2017-2018,43,69419,6067185,Santa Clara,Cupertino Union,Blue Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,319,15,0,0,0,16,17,41,53,Y,
2017-2018,43,69427,4330312,Santa Clara,East Side Union High,Phoenix High,High School District,Continuation High Schools,Continuation School,,No ,,,N,11,12,77,10,0,3,1,28,38,9,42,Y,
2017-2018,43,69450,6047278,Santa Clara,Franklin-McKinley Elementary,Sylvandale Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,716,265,1,6,4,297,530,236,581,Y,
2017-2018,43,69526,6047518,Santa Clara,Los Gatos Union Elementary,Blossom Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,605,23,1,0,0,24,30,19,48,Y,
2017-2018,43,69526,6047526,Santa Clara,Los Gatos Union Elementary,Daves Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,538,21,0,1,0,22,24,23,42,Y,
2017-2018,43,69583,6047914,Santa Clara,Morgan Hill Unified,Nordstrom Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,595,115,1,53,4,66,123,58,156,Y,
2017-2018,42,69120,6107007,Santa Barbara,Santa Maria-Bonita,Battles (Washington) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,884,724,4,200,85,394,752,535,819,Y,
2017-2018,42,69120,6109268,Santa Barbara,Santa Maria-Bonita,Ontiveros (Juan Pacifico) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,987,876,2,426,95,379,908,565,941,Y,
2017-2018,42,69179,6118434,Santa Barbara,College Elementary,Santa Ynez Valley Charter,Elementary School District,Elementary Schools (Public),Traditional,,Yes,0337,Directly funded,Y,K,8,196,20,0,0,0,22,33,16,41,Y,
2017-2018,42,69195,6045421,Santa Barbara,Goleta Union Elementary,Ellwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,394,189,0,0,0,77,190,111,221,Y,
2017-2018,42,69203,6045520,Santa Barbara,Guadalupe Union Elementary,Kermit McKenzie Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,,,N,6,8,436,367,2,0,37,187,391,195,410,Y,
2017-2018,42,69229,0000001,Santa Barbara,Lompoc Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,1,1,0,0,0,1,1,0,1,Y,
2017-2018,42,69229,6045587,Santa Barbara,Lompoc Unified,Clarence Ruth Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,595,522,0,70,3,295,522,233,528,Y,
2017-2018,42,69260,6045736,Santa Barbara,Orcutt Union Elementary,Alice Shaw Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,610,321,2,8,3,189,328,91,353,Y,
2017-2018,42,69336,6046072,Santa Barbara,Solvang Elementary,Solvang Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,600,306,1,5,0,137,324,157,335,Y,
2017-2018,42,76786,0123885,Santa Barbara,Santa Barbara Unified,Alta Vista Alternative Junior High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,7,8,1,0,0,0,0,0,0,1,1,Y,
2017-2018,42,76786,6045884,Santa Barbara,Santa Barbara Unified,McKinley Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,371,329,0,76,0,176,330,240,353,Y,
2017-2018,42,76786,6045934,Santa Barbara,Santa Barbara Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,6,581,225,0,46,0,128,230,94,238,Y,
2017-2018,49,70904,6052096,Sonoma,Roseland,Sheppard Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,496,435,2,1,6,164,438,396,473,Y,
2017-2018,49,70920,6068977,Sonoma,Santa Rosa High,Hilliard Comstock Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,410,276,2,2,17,144,344,115,364,Y,
2017-2018,49,70938,6052211,Sonoma,Sebastopol Union Elementary,Brook Haven Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,5,8,225,111,1,3,0,70,114,37,124,Y,
2017-2018,49,70961,6093140,Sonoma,Twin Hills Union Elementary,Apple Blossom,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,404,120,1,1,1,88,120,19,123,Y,
2017-2018,49,70995,6110324,Sonoma,Waugh Elementary,Meadow Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,415,82,1,0,0,48,83,54,109,Y,
2017-2018,49,75358,4930269,Sonoma,Windsor Unified,Windsor Oaks Academy,Unified School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,59,29,0,0,3,21,31,6,33,Y,
2017-2018,50,71043,0133827,Stanislaus,Ceres Unified,Ceres Special Education,Unified School District,Special Education Schools (Public),Special Education School,,No ,,,N,K,12,1,0,0,0,0,0,0,0,0,Y,
2017-2018,50,71043,5030879,Stanislaus,Ceres Unified,Ceres High,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,9,12,"1,732","1,420",5,53,65,806,"1,424",161,"1,441",Y,
2017-2018,50,71076,6111892,Stanislaus,Empire Union Elementary,Alice N. Stroud Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,6,527,427,2,0,0,276,430,122,442,Y,
2017-2018,50,71100,6052559,Stanislaus,Hickman Community Charter,Hickman Elementary,Elementary School District,Elementary Schools (Public),Traditional,,Yes,00D4,Locally funded,N,K,5,309,130,0,5,0,89,133,58,142,Y,
2017-2018,50,71142,6052609,Stanislaus,Knights Ferry Elementary,Knights Ferry Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,144,0,2,0,0,23,25,9,32,Y,
2017-2018,50,71167,6052625,Stanislaus,Modesto City Elementary,Elihu Beard Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,404,313,2,3,1,206,319,66,324,Y,
2017-2018,50,71167,6052666,Stanislaus,Modesto City Elementary,Enslen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,395,193,5,5,0,150,203,20,205,Y,
2017-2018,54,72231,6054472,Tulare,Tulare City,Frank Kohn Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,617,493,1,27,1,346,502,146,511,Y,
2017-2018,54,72231,6106553,Tulare,Tulare City,Pleasant Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,685,623,9,12,4,397,627,241,635,Y,
2017-2018,54,72256,5430046,Tulare,Visalia Unified,Golden West High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,"1,743","1,069",12,12,20,715,"1,148",159,"1,174",Y,
2017-2018,54,72256,5430269,Tulare,Visalia Unified,Charter Alternatives Academy,Unified School District,High Schools (Public),Traditional,CEP,Yes,0251,Locally funded,N,7,12,55,42,1,0,1,33,46,10,48,Y,
2017-2018,54,72256,6054605,Tulare,Visalia Unified,Green Acres Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,758,503,6,12,7,323,522,106,540,Y,
2017-2018,54,72256,6054704,Tulare,Visalia Unified,Annie R. Mitchell,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,716,445,1,8,15,320,480,175,502,Y,
2017-2018,54,75523,5430624,Tulare,Porterville Unified,Citrus High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,149,111,3,0,11,93,129,36,131,Y,
2017-2018,54,75523,5434113,Tulare,Porterville Unified,Porterville High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,"1,925","1,297",10,3,95,860,"1,351",333,"1,399",Y,
2017-2018,54,75531,6053961,Tulare,Dinuba Unified,Grand View Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,363,292,3,4,23,208,318,170,332,Y,
2017-2018,54,76794,5430285,Tulare,Woodlake Unified,Woodlake Community Day,Unified School District,District Community Day Schools,Community Day School,Provision 2,No ,,,N,7,12,13,11,0,0,1,7,11,8,11,Y,
2017-2018,54,76794,6054761,Tulare,Woodlake Unified,Woodlake Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,,,N,6,8,498,409,1,0,5,230,441,125,449,Y,
2017-2018,56,72454,0124750,Ventura,Fillmore Unified,Heritage Valley Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,K,12,21,12,0,1,0,11,14,2,15,Y,
2017-2018,56,72462,6055024,Ventura,Hueneme Elementary,Art Haycox Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,5,"1,031","1,002",1,0,41,589,"1,005",889,"1,028",Y,
2017-2018,43,73387,0000001,Santa Clara,Milpitas Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,3,0,0,0,0,0,0,1,1,Y,
2017-2018,43,73387,6047641,Santa Clara,Milpitas Unified,Marshall Pomeroy Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,719,142,0,8,0,67,143,187,277,Y,
2017-2018,43,73387,6047674,Santa Clara,Milpitas Unified,Robert Randall Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,369,228,1,37,0,136,240,175,280,Y,
2017-2018,44,69781,6049621,Santa Cruz,Pacific Elementary,Pacific Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,6,120,44,0,28,5,15,54,17,57,Y,
2017-2018,44,69799,4430203,Santa Cruz,Pajaro Valley Unified,New School Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,,,N,7,12,55,15,1,4,5,24,33,34,46,Y,
2017-2018,44,69799,6049670,Santa Cruz,Pajaro Valley Unified,Calabasas Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,641,432,1,134,81,288,532,447,595,Y,
2017-2018,44,69815,6049860,Santa Cruz,Santa Cruz City Elementary,Bay View Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,473,229,1,5,20,132,237,113,246,Y,
2017-2018,45,70052,6050405,Shasta,Millville Elementary,Millville Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,261,97,3,0,0,75,110,0,110,Y,
2017-2018,45,70136,0000001,Shasta,Shasta Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,39,0,16,0,0,1,16,1,16,Y,
2017-2018,45,70136,0114249,Shasta,Shasta Union High,Enterprise Plus,High School District,Continuation High Schools,Continuation School,,No ,,,N,10,11,25,17,0,1,0,11,17,1,17,Y,
2017-2018,45,70169,0129957,Shasta,Whitmore Union Elementary,Northern Summit Academy,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1649,Directly funded,Y,K,12,137,62,3,2,0,62,89,1,89,Y,
2017-2018,45,75267,0110221,Shasta,Gateway Unified,Shasta Lake,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,658,504,7,6,0,360,506,8,506,Y,
2017-2018,46,70177,4630034,Sierra,Sierra-Plumas Joint Unified,Sierra Pass (Continuation),Unified School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,3,3,0,0,0,3,3,0,3,Y,
2017-2018,51,71456,0133934,Sutter,Winship-Robbins,Inspire Charter School - North,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1801,Directly funded,Y,K,12,"1,591",498,2,6,0,405,612,65,633,Y,
2017-2018,54,71795,6053839,Tulare,Allensworth Elementary,Allensworth Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Provision 2,No ,,,N,K,8,78,74,0,0,19,49,74,58,75,Y,
2017-2018,54,72140,0123273,Tulare,Stone Corral Elementary,Crescent Valley Public Charter,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1269,Directly funded,Y,K,12,111,89,1,3,0,76,99,15,99,Y,
2017-2018,54,72215,6054431,Tulare,Tipton Elementary,Tipton Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,CEP,No ,,,N,K,8,582,471,4,0,27,334,487,397,553,Y,
2017-2018,54,72231,6054506,Tulare,Tulare City,Maple Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,674,652,4,32,15,472,653,347,656,Y,
2017-2018,54,72231,6054522,Tulare,Tulare City,Wilson Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,523,490,1,18,6,367,491,189,494,Y,
2017-2018,54,72231,6105381,Tulare,Tulare City,Cypress Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,577,501,5,13,4,347,504,164,506,Y,
2017-2018,54,72249,5430145,Tulare,Tulare Joint Union High,Tulare Technical Preparatory High,High School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,40,39,1,9,1,30,39,7,39,Y,
2017-2018,54,72298,6054779,Tulare,Woodville Union Elementary,Woodville Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,CEP,No ,,,N,K,8,423,379,0,0,71,240,393,268,412,Y,
2017-2018,54,75523,0110692,Tulare,Porterville Unified,Sequoia Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,599,395,6,2,25,287,415,93,424,Y,
2017-2018,54,75523,5430251,Tulare,Porterville Unified,Granite Hills High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,"1,388","1,181",6,0,137,808,"1,226",254,"1,242",Y,
2017-2018,54,75523,6054282,Tulare,Porterville Unified,Vandalia Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,617,521,12,1,31,407,562,170,564,Y,
2017-2018,54,75531,5431184,Tulare,Dinuba Unified,Dinuba High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,,,N,9,12,"1,988","1,430",19,4,61,918,"1,565",331,"1,601",Y,
2017-2018,43,69591,6049514,Santa Clara,Mountain View Whisman ,Theuerkauf Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,369,232,2,14,0,86,234,155,263,Y,
2017-2018,43,69625,6048086,Santa Clara,Oak Grove Elementary,Anderson (Alex) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,589,273,0,2,0,160,283,207,363,Y,
2017-2018,43,69625,6048136,Santa Clara,Oak Grove Elementary,Miner (George) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,437,291,0,0,0,172,298,209,347,Y,
2017-2018,43,69625,6068167,Santa Clara,Oak Grove Elementary,Herman (Leonard) Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,5,8,878,205,1,4,0,149,245,113,298,Y,
2017-2018,43,69641,6048243,Santa Clara,Palo Alto Unified,Ohlone Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,567,21,0,0,0,17,22,66,81,Y,
2017-2018,43,69641,6048326,Santa Clara,Palo Alto Unified,Juana Briones Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,314,50,0,0,0,32,52,73,101,Y,
